@relation vsrr-provisional-drug-overdose-death-counts

@attribute State {AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,US,UT,VA,VT,WA,WI,WV,WY,YC}
@attribute 'State Name' {AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,US,UT,VA,VT,WA,WI,WV,WY,YC}
@attribute Year numeric
@attribute Month {January,February,March,April,May,June,July,August,September,October,November,December}
@attribute Indicator {'Number of Deaths','Number of Drug Overdose Deaths','Cocaine (T40.5)','Heroin (T40.1)','Methadone (T40.3)','Natural & semi-synthetic opioids (T40.2)','Opioids (T40.0-T40.4,T40.6)','Percent with drugs specified','Psychostimulants with abuse potential (T43.6)','Synthetic opioids, excl. methadone (T40.4)'}
@attribute 'Data Value' numeric
@attribute 'Predicted Value' numeric
@attribute 'Percent Complete' numeric
@attribute 'Percent Pending Investigation' numeric
@attribute Footnote {'Underreported due to incomplete data','Jurisdiction-specific values not shown for 2018 due to incomplete cause of death reporting at the time of analysis'}

@data
NY,NY,2016,October,'Cocaine (T40.5)',488,513,100,0.531217,?
NY,NY,2016,November,'Cocaine (T40.5)',502,528,100,0.540552,?
NY,NY,2016,December,'Cocaine (T40.5)',517,544,100,0.585222,?
NY,NY,2017,January,'Cocaine (T40.5)',531,555,100,0.574173,'Underreported due to incomplete data'
NY,NY,2017,February,'Cocaine (T40.5)',543,570,100,0.571515,'Underreported due to incomplete data'
NY,NY,2017,March,'Cocaine (T40.5)',569,596,100,0.560881,'Underreported due to incomplete data'
NY,NY,2017,April,'Cocaine (T40.5)',585,617,100,0.549987,'Underreported due to incomplete data'
NY,NY,2017,May,'Cocaine (T40.5)',612,645,100,0.533425,'Underreported due to incomplete data'
NY,NY,2017,June,'Cocaine (T40.5)',630,665,100,0.515516,'Underreported due to incomplete data'
NY,NY,2017,July,'Cocaine (T40.5)',646,678,100,0.496604,'Underreported due to incomplete data'
NY,NY,2017,August,'Cocaine (T40.5)',653,683,100,0.474552,'Underreported due to incomplete data'
NY,NY,2017,September,'Cocaine (T40.5)',686,719,100,0.447342,'Underreported due to incomplete data'
NY,NY,2017,October,'Cocaine (T40.5)',695,730,100,0.423669,'Underreported due to incomplete data'
NY,NY,2017,November,'Cocaine (T40.5)',698,734,100,0.389222,'Underreported due to incomplete data'
NY,NY,2017,December,'Cocaine (T40.5)',722,755,100,0.332665,'Underreported due to incomplete data'
NY,NY,2018,January,'Cocaine (T40.5)',733,761,100,0.365072,'Underreported due to incomplete data'
NY,NY,2018,February,'Cocaine (T40.5)',720,751,100,0.401156,'Underreported due to incomplete data'
NY,NY,2018,March,'Cocaine (T40.5)',698,729,100,0.469992,'Underreported due to incomplete data'
NY,NY,2018,April,'Cocaine (T40.5)',670,706,100,0.54825,'Underreported due to incomplete data'
NY,NY,2015,January,'Heroin (T40.1)',544,572,100,0.278684,?
NY,NY,2015,February,'Heroin (T40.1)',544,574,100,0.294605,?
NY,NY,2015,March,'Heroin (T40.1)',553,584,100,0.306482,?
NY,NY,2015,April,'Heroin (T40.1)',569,601,100,0.307379,?
NY,NY,2015,May,'Heroin (T40.1)',594,628,100,0.313324,?
NY,NY,2015,June,'Heroin (T40.1)',593,627,100,0.309033,?
NY,NY,2015,July,'Heroin (T40.1)',604,640,100,0.322339,?
NY,NY,2015,August,'Heroin (T40.1)',630,669,100,0.337756,?
NY,NY,2015,September,'Heroin (T40.1)',655,698,100,0.3533,?
NY,NY,2015,October,'Heroin (T40.1)',652,697,100,0.370757,?
NY,NY,2015,November,'Heroin (T40.1)',663,712,100,0.395269,?
NY,NY,2015,December,'Heroin (T40.1)',660,710,100,0.405175,?
NY,NY,2016,January,'Heroin (T40.1)',682,734,100,0.408055,?
NY,NY,2016,February,'Heroin (T40.1)',704,757,100,0.401252,?
NY,NY,2016,March,'Heroin (T40.1)',728,784,100,0.409756,?
NY,NY,2016,April,'Heroin (T40.1)',738,796,100,0.423489,?
NY,NY,2016,May,'Heroin (T40.1)',730,790,100,0.437244,?
NY,NY,2016,June,'Heroin (T40.1)',753,819,100,0.464766,?
NY,NY,2016,July,'Heroin (T40.1)',764,834,100,0.483231,?
NY,NY,2016,August,'Heroin (T40.1)',762,833,100,0.49371,?
NY,NY,2016,September,'Heroin (T40.1)',765,840,100,0.514321,?
NY,NY,2016,October,'Heroin (T40.1)',763,840,100,0.531217,?
NY,NY,2016,November,'Heroin (T40.1)',763,841,100,0.540552,?
NY,NY,2016,December,'Heroin (T40.1)',770,856,100,0.585222,?
NY,NY,2017,January,'Heroin (T40.1)',769,847,100,0.574173,'Underreported due to incomplete data'
NY,NY,2017,February,'Heroin (T40.1)',771,853,100,0.571515,'Underreported due to incomplete data'
NY,NY,2017,March,'Heroin (T40.1)',779,857,100,0.560881,'Underreported due to incomplete data'
NY,NY,2017,April,'Heroin (T40.1)',779,854,100,0.549987,'Underreported due to incomplete data'
NY,NY,2017,May,'Heroin (T40.1)',796,868,100,0.533425,'Underreported due to incomplete data'
NY,NY,2017,June,'Heroin (T40.1)',788,858,100,0.515516,'Underreported due to incomplete data'
NY,NY,2017,July,'Heroin (T40.1)',797,876,100,0.496604,'Underreported due to incomplete data'
NY,NY,2017,August,'Heroin (T40.1)',805,883,100,0.474552,'Underreported due to incomplete data'
NY,NY,2017,September,'Heroin (T40.1)',795,868,100,0.447342,'Underreported due to incomplete data'
NY,NY,2017,October,'Heroin (T40.1)',796,864,100,0.423669,'Underreported due to incomplete data'
NY,NY,2017,November,'Heroin (T40.1)',768,826,100,0.389222,'Underreported due to incomplete data'
NY,NY,2017,December,'Heroin (T40.1)',771,816,100,0.332665,'Underreported due to incomplete data'
NY,NY,2018,January,'Heroin (T40.1)',770,816,100,0.365072,'Underreported due to incomplete data'
NY,NY,2018,February,'Heroin (T40.1)',739,792,100,0.401156,'Underreported due to incomplete data'
NY,NY,2018,March,'Heroin (T40.1)',701,759,100,0.469992,'Underreported due to incomplete data'
NY,NY,2018,April,'Heroin (T40.1)',677,742,100,0.54825,'Underreported due to incomplete data'
NY,NY,2015,January,'Methadone (T40.3)',126,134,100,0.278684,?
NY,NY,2015,February,'Methadone (T40.3)',121,129,100,0.294605,?
NY,NY,2015,March,'Methadone (T40.3)',115,123,100,0.306482,?
NY,NY,2015,April,'Methadone (T40.3)',126,135,100,0.307379,?
NY,NY,2015,May,'Methadone (T40.3)',126,135,100,0.313324,?
NY,NY,2015,June,'Methadone (T40.3)',120,129,100,0.309033,?
NY,NY,2015,July,'Methadone (T40.3)',120,129,100,0.322339,?
NY,NY,2015,August,'Methadone (T40.3)',120,130,100,0.337756,?
NY,NY,2015,September,'Methadone (T40.3)',125,136,100,0.3533,?
NY,NY,2015,October,'Methadone (T40.3)',119,130,100,0.370757,?
NY,NY,2015,November,'Methadone (T40.3)',118,129,100,0.395269,?
NY,NY,2015,December,'Methadone (T40.3)',122,134,100,0.405175,?
NY,NY,2016,January,'Methadone (T40.3)',121,133,100,0.408055,?
NY,NY,2016,February,'Methadone (T40.3)',127,139,100,0.401252,?
NY,NY,2016,March,'Methadone (T40.3)',130,143,100,0.409756,?
NY,NY,2016,April,'Methadone (T40.3)',122,134,100,0.423489,?
NY,NY,2016,May,'Methadone (T40.3)',119,132,100,0.437244,?
NY,NY,2016,June,'Methadone (T40.3)',124,138,100,0.464766,?
NY,NY,2016,July,'Methadone (T40.3)',122,136,100,0.483231,?
NY,NY,2016,August,'Methadone (T40.3)',123,138,100,0.49371,?
NY,NY,2016,September,'Methadone (T40.3)',116,131,100,0.514321,?
NY,NY,2016,October,'Methadone (T40.3)',118,133,100,0.531217,?
NY,NY,2016,November,'Methadone (T40.3)',124,140,100,0.540552,?
NY,NY,2016,December,'Methadone (T40.3)',123,141,100,0.585222,?
NY,NY,2017,January,'Methadone (T40.3)',122,139,100,0.574173,'Underreported due to incomplete data'
NY,NY,2017,February,'Methadone (T40.3)',117,133,100,0.571515,'Underreported due to incomplete data'
NY,NY,2017,March,'Methadone (T40.3)',115,131,100,0.560881,'Underreported due to incomplete data'
NY,NY,2017,April,'Methadone (T40.3)',115,130,100,0.549987,'Underreported due to incomplete data'
NY,NY,2017,May,'Methadone (T40.3)',118,134,100,0.533425,'Underreported due to incomplete data'
NY,NY,2017,June,'Methadone (T40.3)',121,136,100,0.515516,'Underreported due to incomplete data'
NY,NY,2017,July,'Methadone (T40.3)',125,140,100,0.496604,'Underreported due to incomplete data'
NY,NY,2017,August,'Methadone (T40.3)',124,139,100,0.474552,'Underreported due to incomplete data'
NY,NY,2017,September,'Methadone (T40.3)',128,143,100,0.447342,'Underreported due to incomplete data'
NY,NY,2017,October,'Methadone (T40.3)',131,145,100,0.423669,'Underreported due to incomplete data'
NY,NY,2017,November,'Methadone (T40.3)',127,139,100,0.389222,'Underreported due to incomplete data'
NY,NY,2017,December,'Methadone (T40.3)',128,137,100,0.332665,'Underreported due to incomplete data'
NY,NY,2018,January,'Methadone (T40.3)',120,130,100,0.365072,'Underreported due to incomplete data'
NY,NY,2018,February,'Methadone (T40.3)',119,130,100,0.401156,'Underreported due to incomplete data'
NY,NY,2018,March,'Methadone (T40.3)',117,130,100,0.469992,'Underreported due to incomplete data'
NY,NY,2018,April,'Methadone (T40.3)',113,128,100,0.54825,'Underreported due to incomplete data'
NY,NY,2015,January,'Natural & semi-synthetic opioids (T40.2)',431,460,100,0.278684,?
NY,NY,2015,February,'Natural & semi-synthetic opioids (T40.2)',422,452,100,0.294605,?
NY,NY,2015,March,'Natural & semi-synthetic opioids (T40.2)',412,442,100,0.306482,?
NY,NY,2015,April,'Natural & semi-synthetic opioids (T40.2)',431,463,100,0.307379,?
NY,NY,2015,May,'Natural & semi-synthetic opioids (T40.2)',432,464,100,0.313324,?
NY,NY,2015,June,'Natural & semi-synthetic opioids (T40.2)',434,466,100,0.309033,?
NY,NY,2015,July,'Natural & semi-synthetic opioids (T40.2)',446,480,100,0.322339,?
NY,NY,2015,August,'Natural & semi-synthetic opioids (T40.2)',465,503,100,0.337756,?
NY,NY,2015,September,'Natural & semi-synthetic opioids (T40.2)',469,509,100,0.3533,?
NY,NY,2015,October,'Natural & semi-synthetic opioids (T40.2)',465,506,100,0.370757,?
NY,NY,2015,November,'Natural & semi-synthetic opioids (T40.2)',472,517,100,0.395269,?
NY,NY,2015,December,'Natural & semi-synthetic opioids (T40.2)',479,525,100,0.405175,?
NY,NY,2016,January,'Natural & semi-synthetic opioids (T40.2)',479,526,100,0.408055,?
NY,NY,2016,February,'Natural & semi-synthetic opioids (T40.2)',500,548,100,0.401252,?
NY,NY,2016,March,'Natural & semi-synthetic opioids (T40.2)',520,571,100,0.409756,?
NY,NY,2016,April,'Natural & semi-synthetic opioids (T40.2)',522,575,100,0.423489,?
NY,NY,2016,May,'Natural & semi-synthetic opioids (T40.2)',537,593,100,0.437244,?
NY,NY,2016,June,'Natural & semi-synthetic opioids (T40.2)',543,604,100,0.464766,?
NY,NY,2016,July,'Natural & semi-synthetic opioids (T40.2)',547,611,100,0.483231,?
NY,NY,2016,August,'Natural & semi-synthetic opioids (T40.2)',549,614,100,0.49371,?
NY,NY,2016,September,'Natural & semi-synthetic opioids (T40.2)',562,632,100,0.514321,?
NY,NY,2016,October,'Natural & semi-synthetic opioids (T40.2)',576,650,100,0.531217,?
NY,NY,2016,November,'Natural & semi-synthetic opioids (T40.2)',578,654,100,0.540552,?
NY,NY,2016,December,'Natural & semi-synthetic opioids (T40.2)',586,670,100,0.585222,?
NY,NY,2017,January,'Natural & semi-synthetic opioids (T40.2)',590,667,100,0.574173,'Underreported due to incomplete data'
NY,NY,2017,February,'Natural & semi-synthetic opioids (T40.2)',581,658,100,0.571515,'Underreported due to incomplete data'
NY,NY,2017,March,'Natural & semi-synthetic opioids (T40.2)',586,663,100,0.560881,'Underreported due to incomplete data'
NY,NY,2017,April,'Natural & semi-synthetic opioids (T40.2)',580,655,100,0.549987,'Underreported due to incomplete data'
NY,NY,2017,May,'Natural & semi-synthetic opioids (T40.2)',573,643,100,0.533425,'Underreported due to incomplete data'
NY,NY,2017,June,'Natural & semi-synthetic opioids (T40.2)',574,644,100,0.515516,'Underreported due to incomplete data'
NY,NY,2017,July,'Natural & semi-synthetic opioids (T40.2)',574,645,100,0.496604,'Underreported due to incomplete data'
NY,NY,2017,August,'Natural & semi-synthetic opioids (T40.2)',565,635,100,0.474552,'Underreported due to incomplete data'
NY,NY,2017,September,'Natural & semi-synthetic opioids (T40.2)',558,623,100,0.447342,'Underreported due to incomplete data'
NY,NY,2017,October,'Natural & semi-synthetic opioids (T40.2)',547,605,100,0.423669,'Underreported due to incomplete data'
NY,NY,2017,November,'Natural & semi-synthetic opioids (T40.2)',564,617,100,0.389222,'Underreported due to incomplete data'
NY,NY,2017,December,'Natural & semi-synthetic opioids (T40.2)',552,590,100,0.332665,'Underreported due to incomplete data'
NY,NY,2018,January,'Natural & semi-synthetic opioids (T40.2)',553,596,100,0.365072,'Underreported due to incomplete data'
NY,NY,2018,February,'Natural & semi-synthetic opioids (T40.2)',545,594,100,0.401156,'Underreported due to incomplete data'
NY,NY,2018,March,'Natural & semi-synthetic opioids (T40.2)',519,575,100,0.469992,'Underreported due to incomplete data'
NY,NY,2018,April,'Natural & semi-synthetic opioids (T40.2)',515,582,100,0.54825,'Underreported due to incomplete data'
NY,NY,2015,January,'Number of Deaths',96525,?,100,0.278684,?
NY,NY,2015,February,'Number of Deaths',97079,?,100,0.294605,?
NY,NY,2015,March,'Number of Deaths',97885,?,100,0.306482,?
NY,NY,2015,April,'Number of Deaths',98250,?,100,0.307379,?
NY,NY,2015,May,'Number of Deaths',98620,?,100,0.313324,?
NY,NY,2015,June,'Number of Deaths',98695,?,100,0.309033,?
NY,NY,2015,July,'Number of Deaths',98964,?,100,0.322339,?
NY,NY,2015,August,'Number of Deaths',99184,?,100,0.337756,?
NY,NY,2015,September,'Number of Deaths',99349,?,100,0.3533,?
NY,NY,2015,October,'Number of Deaths',99526,?,100,0.370757,?
NY,NY,2015,November,'Number of Deaths',99173,?,100,0.395269,?
NY,NY,2015,December,'Number of Deaths',98476,?,100,0.405175,?
NY,NY,2016,January,'Number of Deaths',97781,?,100,0.408055,?
NY,NY,2016,February,'Number of Deaths',97445,?,100,0.401252,?
NY,NY,2016,March,'Number of Deaths',97131,?,100,0.409756,?
NY,NY,2016,April,'Number of Deaths',97051,?,100,0.423489,?
NY,NY,2016,May,'Number of Deaths',96971,?,100,0.437244,?
NY,NY,2016,June,'Number of Deaths',97038,?,100,0.464766,?
NY,NY,2016,July,'Number of Deaths',97055,?,100,0.483231,?
NY,NY,2016,August,'Number of Deaths',97223,?,100,0.49371,?
NY,NY,2016,September,'Number of Deaths',97410,?,100,0.514321,?
NY,NY,2016,October,'Number of Deaths',97512,?,100,0.531217,?
NY,NY,2016,November,'Number of Deaths',98048,?,100,0.540552,?
NY,NY,2016,December,'Number of Deaths',98766,?,100,0.585222,?
NY,NY,2017,January,'Number of Deaths',99099,?,100,0.574173,'Underreported due to incomplete data'
NY,NY,2017,February,'Number of Deaths',99210,?,100,0.571515,'Underreported due to incomplete data'
NY,NY,2017,March,'Number of Deaths',99308,?,100,0.560881,'Underreported due to incomplete data'
NY,NY,2017,April,'Number of Deaths',99275,?,100,0.549987,'Underreported due to incomplete data'
NY,NY,2017,May,'Number of Deaths',99358,?,100,0.533425,'Underreported due to incomplete data'
NY,NY,2017,June,'Number of Deaths',99706,?,100,0.515516,'Underreported due to incomplete data'
NY,NY,2017,July,'Number of Deaths',99677,?,100,0.496604,'Underreported due to incomplete data'
NY,NY,2017,August,'Number of Deaths',99673,?,100,0.474552,'Underreported due to incomplete data'
NY,NY,2017,September,'Number of Deaths',99700,?,100,0.447342,'Underreported due to incomplete data'
NY,NY,2017,October,'Number of Deaths',99370,?,100,0.423669,'Underreported due to incomplete data'
NY,NY,2017,November,'Number of Deaths',99429,?,100,0.389222,'Underreported due to incomplete data'
NY,NY,2017,December,'Number of Deaths',99800,?,100,0.332665,'Underreported due to incomplete data'
NY,NY,2018,January,'Number of Deaths',100528,?,100,0.365072,'Underreported due to incomplete data'
NY,NY,2018,February,'Number of Deaths',100709,?,100,0.401156,'Underreported due to incomplete data'
NY,NY,2018,March,'Number of Deaths',100640,?,100,0.469992,'Underreported due to incomplete data'
NY,NY,2018,April,'Number of Deaths',100684,?,100,0.54825,'Underreported due to incomplete data'
NY,NY,2015,January,'Number of Drug Overdose Deaths',1510,1590,100,0.278684,?
NY,NY,2015,February,'Number of Drug Overdose Deaths',1519,1604,100,0.294605,?
NY,NY,2015,March,'Number of Drug Overdose Deaths',1535,1625,100,0.306482,?
NY,NY,2015,April,'Number of Drug Overdose Deaths',1597,1691,100,0.307379,?
NY,NY,2015,May,'Number of Drug Overdose Deaths',1622,1719,100,0.313324,?
NY,NY,2015,June,'Number of Drug Overdose Deaths',1659,1757,100,0.309033,?
NY,NY,2015,July,'Number of Drug Overdose Deaths',1694,1798,100,0.322339,?
NY,NY,2015,August,'Number of Drug Overdose Deaths',1733,1845,100,0.337756,?
NY,NY,2015,September,'Number of Drug Overdose Deaths',1764,1883,100,0.3533,?
NY,NY,2015,October,'Number of Drug Overdose Deaths',1766,1891,100,0.370757,?
NY,NY,2015,November,'Number of Drug Overdose Deaths',1789,1924,100,0.395269,?
NY,NY,2015,December,'Number of Drug Overdose Deaths',1802,1941,100,0.405175,?
NY,NY,2016,January,'Number of Drug Overdose Deaths',1840,1983,100,0.408055,?
NY,NY,2016,February,'Number of Drug Overdose Deaths',1915,2062,100,0.401252,?
NY,NY,2016,March,'Number of Drug Overdose Deaths',1978,2133,100,0.409756,?
NY,NY,2016,April,'Number of Drug Overdose Deaths',2004,2166,100,0.423489,?
NY,NY,2016,May,'Number of Drug Overdose Deaths',2023,2192,100,0.437244,?
NY,NY,2016,June,'Number of Drug Overdose Deaths',2056,2239,100,0.464766,?
NY,NY,2016,July,'Number of Drug Overdose Deaths',2084,2277,100,0.483231,?
NY,NY,2016,August,'Number of Drug Overdose Deaths',2123,2324,100,0.49371,?
NY,NY,2016,September,'Number of Drug Overdose Deaths',2147,2360,100,0.514321,?
NY,NY,2016,October,'Number of Drug Overdose Deaths',2183,2407,100,0.531217,?
NY,NY,2016,November,'Number of Drug Overdose Deaths',2219,2451,100,0.540552,?
NY,NY,2016,December,'Number of Drug Overdose Deaths',2248,2503,100,0.585222,?
NY,NY,2017,January,'Number of Drug Overdose Deaths',2289,2521,100,0.574173,'Underreported due to incomplete data'
NY,NY,2017,February,'Number of Drug Overdose Deaths',2289,2530,100,0.571515,'Underreported due to incomplete data'
NY,NY,2017,March,'Number of Drug Overdose Deaths',2331,2571,100,0.560881,'Underreported due to incomplete data'
NY,NY,2017,April,'Number of Drug Overdose Deaths',2333,2571,100,0.549987,'Underreported due to incomplete data'
NY,NY,2017,May,'Number of Drug Overdose Deaths',2401,2637,100,0.533425,'Underreported due to incomplete data'
NY,NY,2017,June,'Number of Drug Overdose Deaths',2446,2689,100,0.515516,'Underreported due to incomplete data'
NY,NY,2017,July,'Number of Drug Overdose Deaths',2470,2712,100,0.496604,'Underreported due to incomplete data'
NY,NY,2017,August,'Number of Drug Overdose Deaths',2482,2728,100,0.474552,'Underreported due to incomplete data'
NY,NY,2017,September,'Number of Drug Overdose Deaths',2534,2767,100,0.447342,'Underreported due to incomplete data'
NY,NY,2017,October,'Number of Drug Overdose Deaths',2527,2741,100,0.423669,'Underreported due to incomplete data'
NY,NY,2017,November,'Number of Drug Overdose Deaths',2501,2688,100,0.389222,'Underreported due to incomplete data'
NY,NY,2017,December,'Number of Drug Overdose Deaths',2520,2663,100,0.332665,'Underreported due to incomplete data'
NY,NY,2018,January,'Number of Drug Overdose Deaths',2516,2667,100,0.365072,'Underreported due to incomplete data'
NY,NY,2018,February,'Number of Drug Overdose Deaths',2463,2638,100,0.401156,'Underreported due to incomplete data'
NY,NY,2018,March,'Number of Drug Overdose Deaths',2359,2559,100,0.469992,'Underreported due to incomplete data'
NY,NY,2018,April,'Number of Drug Overdose Deaths',2296,2529,100,0.54825,'Underreported due to incomplete data'
NY,NY,2015,January,'Opioids (T40.0-T40.4,T40.6)',1172,1240,100,0.278684,?
NY,NY,2015,February,'Opioids (T40.0-T40.4,T40.6)',1178,1250,100,0.294605,?
NY,NY,2015,March,'Opioids (T40.0-T40.4,T40.6)',1198,1274,100,0.306482,?
NY,NY,2015,April,'Opioids (T40.0-T40.4,T40.6)',1257,1337,100,0.307379,?
NY,NY,2015,May,'Opioids (T40.0-T40.4,T40.6)',1285,1368,100,0.313324,?
NY,NY,2015,June,'Opioids (T40.0-T40.4,T40.6)',1310,1394,100,0.309033,?
NY,NY,2015,July,'Opioids (T40.0-T40.4,T40.6)',1348,1438,100,0.322339,?
NY,NY,2015,August,'Opioids (T40.0-T40.4,T40.6)',1384,1480,100,0.337756,?
NY,NY,2015,September,'Opioids (T40.0-T40.4,T40.6)',1413,1516,100,0.3533,?
NY,NY,2015,October,'Opioids (T40.0-T40.4,T40.6)',1413,1521,100,0.370757,?
NY,NY,2015,November,'Opioids (T40.0-T40.4,T40.6)',1445,1563,100,0.395269,?
NY,NY,2015,December,'Opioids (T40.0-T40.4,T40.6)',1452,1574,100,0.405175,?
NY,NY,2016,January,'Opioids (T40.0-T40.4,T40.6)',1499,1625,100,0.408055,?
NY,NY,2016,February,'Opioids (T40.0-T40.4,T40.6)',1571,1701,100,0.401252,?
NY,NY,2016,March,'Opioids (T40.0-T40.4,T40.6)',1621,1758,100,0.409756,?
NY,NY,2016,April,'Opioids (T40.0-T40.4,T40.6)',1644,1788,100,0.423489,?
NY,NY,2016,May,'Opioids (T40.0-T40.4,T40.6)',1673,1824,100,0.437244,?
NY,NY,2016,June,'Opioids (T40.0-T40.4,T40.6)',1713,1878,100,0.464766,?
NY,NY,2016,July,'Opioids (T40.0-T40.4,T40.6)',1752,1928,100,0.483231,?
NY,NY,2016,August,'Opioids (T40.0-T40.4,T40.6)',1785,1968,100,0.49371,?
NY,NY,2016,September,'Opioids (T40.0-T40.4,T40.6)',1813,2007,100,0.514321,?
NY,NY,2016,October,'Opioids (T40.0-T40.4,T40.6)',1854,2060,100,0.531217,?
NY,NY,2016,November,'Opioids (T40.0-T40.4,T40.6)',1880,2093,100,0.540552,?
NY,NY,2016,December,'Opioids (T40.0-T40.4,T40.6)',1928,2165,100,0.585222,?
NY,NY,2017,January,'Opioids (T40.0-T40.4,T40.6)',1956,2171,100,0.574173,'Underreported due to incomplete data'
NY,NY,2017,February,'Opioids (T40.0-T40.4,T40.6)',1958,2180,100,0.571515,'Underreported due to incomplete data'
NY,NY,2017,March,'Opioids (T40.0-T40.4,T40.6)',1995,2218,100,0.560881,'Underreported due to incomplete data'
NY,NY,2017,April,'Opioids (T40.0-T40.4,T40.6)',1999,2218,100,0.549987,'Underreported due to incomplete data'
NY,NY,2017,May,'Opioids (T40.0-T40.4,T40.6)',2057,2274,100,0.533425,'Underreported due to incomplete data'
NY,NY,2017,June,'Opioids (T40.0-T40.4,T40.6)',2101,2324,100,0.515516,'Underreported due to incomplete data'
NY,NY,2017,July,'Opioids (T40.0-T40.4,T40.6)',2120,2348,100,0.496604,'Underreported due to incomplete data'
NY,NY,2017,August,'Opioids (T40.0-T40.4,T40.6)',2133,2359,100,0.474552,'Underreported due to incomplete data'
NY,NY,2017,September,'Opioids (T40.0-T40.4,T40.6)',2164,2381,100,0.447342,'Underreported due to incomplete data'
NY,NY,2017,October,'Opioids (T40.0-T40.4,T40.6)',2150,2347,100,0.423669,'Underreported due to incomplete data'
NY,NY,2017,November,'Opioids (T40.0-T40.4,T40.6)',2126,2300,100,0.389222,'Underreported due to incomplete data'
NY,NY,2017,December,'Opioids (T40.0-T40.4,T40.6)',2131,2262,100,0.332665,'Underreported due to incomplete data'
NY,NY,2018,January,'Opioids (T40.0-T40.4,T40.6)',2118,2256,100,0.365072,'Underreported due to incomplete data'
NY,NY,2018,February,'Opioids (T40.0-T40.4,T40.6)',2066,2224,100,0.401156,'Underreported due to incomplete data'
NY,NY,2018,March,'Opioids (T40.0-T40.4,T40.6)',1981,2163,100,0.469992,'Underreported due to incomplete data'
NY,NY,2018,April,'Opioids (T40.0-T40.4,T40.6)',1921,2131,100,0.54825,'Underreported due to incomplete data'
NY,NY,2015,January,'Percent with drugs specified',95.364238,?,100,0.278684,?
NY,NY,2015,February,'Percent with drugs specified',95.260039,?,100,0.294605,?
NY,NY,2015,March,'Percent with drugs specified',95.374593,?,100,0.306482,?
NY,NY,2015,April,'Percent with drugs specified',95.17846,?,100,0.307379,?
NY,NY,2015,May,'Percent with drugs specified',95.191122,?,100,0.313324,?
NY,NY,2015,June,'Percent with drugs specified',95.238095,?,100,0.309033,?
NY,NY,2015,July,'Percent with drugs specified',95.572609,?,100,0.322339,?
NY,NY,2015,August,'Percent with drugs specified',95.556838,?,100,0.337756,?
NY,NY,2015,September,'Percent with drugs specified',95.578231,?,100,0.3533,?
NY,NY,2015,October,'Percent with drugs specified',95.526614,?,100,0.370757,?
NY,NY,2015,November,'Percent with drugs specified',95.584125,?,100,0.395269,?
NY,NY,2015,December,'Percent with drugs specified',95.449501,?,100,0.405175,?
NY,NY,2016,January,'Percent with drugs specified',95.543478,?,100,0.408055,?
NY,NY,2016,February,'Percent with drugs specified',95.456919,?,100,0.401252,?
NY,NY,2016,March,'Percent with drugs specified',95.197169,?,100,0.409756,?
NY,NY,2016,April,'Percent with drugs specified',95.409182,?,100,0.423489,?
NY,NY,2016,May,'Percent with drugs specified',95.798319,?,100,0.437244,?
NY,NY,2016,June,'Percent with drugs specified',95.817121,?,100,0.464766,?
NY,NY,2016,July,'Percent with drugs specified',95.873321,?,100,0.483231,?
NY,NY,2016,August,'Percent with drugs specified',95.949129,?,100,0.49371,?
NY,NY,2016,September,'Percent with drugs specified',96.087564,?,100,0.514321,?
NY,NY,2016,October,'Percent with drugs specified',96.426935,?,100,0.531217,?
NY,NY,2016,November,'Percent with drugs specified',96.529968,?,100,0.540552,?
NY,NY,2016,December,'Percent with drugs specified',96.797153,?,100,0.585222,?
NY,NY,2017,January,'Percent with drugs specified',96.810834,?,100,0.574173,'Underreported due to incomplete data'
NY,NY,2017,February,'Percent with drugs specified',96.898209,?,100,0.571515,'Underreported due to incomplete data'
NY,NY,2017,March,'Percent with drugs specified',97.211497,?,100,0.560881,'Underreported due to incomplete data'
NY,NY,2017,April,'Percent with drugs specified',97.256751,?,100,0.549987,'Underreported due to incomplete data'
NY,NY,2017,May,'Percent with drugs specified',96.917951,?,100,0.533425,'Underreported due to incomplete data'
NY,NY,2017,June,'Percent with drugs specified',96.892886,?,100,0.515516,'Underreported due to incomplete data'
NY,NY,2017,July,'Percent with drugs specified',96.963563,?,100,0.496604,'Underreported due to incomplete data'
NY,NY,2017,August,'Percent with drugs specified',96.937953,?,100,0.474552,'Underreported due to incomplete data'
NY,NY,2017,September,'Percent with drugs specified',97.040253,?,100,0.447342,'Underreported due to incomplete data'
NY,NY,2017,October,'Percent with drugs specified',96.913336,?,100,0.423669,'Underreported due to incomplete data'
NY,NY,2017,November,'Percent with drugs specified',96.961216,?,100,0.389222,'Underreported due to incomplete data'
NY,NY,2017,December,'Percent with drugs specified',96.825397,?,100,0.332665,'Underreported due to incomplete data'
NY,NY,2018,January,'Percent with drugs specified',96.740859,?,100,0.365072,'Underreported due to incomplete data'
